  15048   2827   4230  7991 
    99   301   1   1     5
   289   301   1   1     5
   742   301   1   1     5
    91   302   1   1     5
    94   302   1   1     5
    95   302   1   1     5
    98   302   1   1     5
   290   302   1   1     5
   291   302   1   1     5
   744   302   1   1     5
    91   303   1   1     5
    94   303   1   1     5
    98   303   1   1     5
   744   303   1   1     5
   745   303   1   1     5
   746   303   1   1     5
   747   303   1   1     5
   748   303   1   1     5
    91   304   1   1     5
    94   304   1   1     5
    98   304   1   1     5
   293   304   1   1     5
   294   304   1   1     5
   295   304   1   1     5
    94   305   1   1     5
    95   305   1   1     5
    98   305   1   1     5
   295   305   1   1     5
   752   305   1   1     5
   753   305   1   1     5
    93   306   1   1     5
    94   306   1   1     5
    95   306   1   1     5
    98   306   1   1     5
   297   306   1   1     5
   298   306   1   1     5
   299   306   1   1     5
   756   306   1   1     5
    95   307   1   1     5
    98   307   1   1     5
   756   307   1   1     5
   757   307   1   1     5
    98   308   1   1     5
   301   308   1   1     5
   302   308   1   1     5
   303   308   1   1     5
   758   308   1   1     5
    98   309   1   1     5
   758   309   1   1     5
   759   309   1   1     5
   760   309   1   1     5
    97   310   1   1     5
    98   310   1   1     5
   307   310   1   1     5
   308   310   1   1     5
   309   310   1   1     5
   310   310   1   1     5
   311   310   1   1     5
   336   310   1   1     5
   337   310   1   1     5
   338   310   1   1     5
   339   310   1   1     5
   340   310   1   1     5
   350   310   1   1     5
   351   310   1   1     5
   762   310   1   1     5
    97   311   1   1     5
    98   311   1   1     5
    99   311   1   1     5
   311   311   1   1     5
   339   311   1   1     5
   340   311   1   1     5
   351   311   1   1     5
   762   311   1   1     6
   763   311   1   1     5
   764   311   1   1     5
   765   311   1   1     5
   335   313   1   1     5
   768   313   1   1     5
   769   313   1   1     5
   100   314   1   1     5
   335   314   1   1     5
   342   314   1   1     5
   772   314   1   1     5
    97   315   1   1     5
   100   315   1   1     5
   335   315   1   1     5
   342   315   1   1     5
   772   315   1   1     5
   773   315   1   1     5
   774   315   1   1     5
    97   316   1   1     5
   335   316   1   1     5
   776   316   1   1     5
    96   317   1   1     5
    97   317   1   1     5
   335   317   1   1     5
   776   317   1   1     5
   777   317   1   1     5
   778   317   1   1     5
   100   318   1   1     5
   101   318   1   1     5
   336   318   1   1     5
   337   318   1   1     5
   344   318   1   1     5
   780   318   1   1     5
   101   319   1   1     5
   102   319   1   1     5
   175   319   1   1     5
   337   319   1   1     5
   344   319   1   1     5
   345   319   1   1     5
   346   319   1   1     5
   780   319   1   1     5
   781   319   1   1     5
   782   319   1   1     5
   102   320   1   1     5
   103   320   1   1     5
   192   320   1   1     5
   338   320   1   1     5
   339   320   1   1     5
   346   320   1   1     5
   784   320   1   1     5
   103   321   1   1     5
   104   321   1   1     5
   164   321   1   1     5
   165   321   1   1     5
   166   321   1   1     5
   167   321   1   1     5
   192   321   1   1     5
   193   321   1   1     5
   194   321   1   1     5
   195   321   1   1     5
   196   321   1   1     5
   197   321   1   1     5
   198   321   1   1     5
   339   321   1   1     5
   346   321   1   1     5
   347   321   1   1     5
   784   321   1   1     5
   785   321   1   1     5
   786   321   1   1     5
   217   322   1   1     5
   340   322   1   1     5
   341   322   1   1     5
   348   322   1   1     5
   106   323   1   1     5
   158   323   1   1     5
   159   323   1   1     5
   202   323   1   1     5
   203   323   1   1     5
   214   323   1   1     5
   215   323   1   1     5
   216   323   1   1     5
   217   323   1   1     5
   226   323   1   1     5
   341   323   1   1     5
   348   323   1   1     5
   788   323   1   1     5
   789   323   1   1     5
   106   324   1   1     5
   107   324   1   1     5
   108   324   1   1     5
   155   324   1   1     5
   229   324   1   1     5
   342   324   1   1     5
   343   324   1   1     5
   107   325   1   1     5
   108   325   1   1     5
   109   325   1   1     5
   110   325   1   1     5
   111   325   1   1     5
   112   325   1   1     5
   151   325   1   1     5
   152   325   1   1     5
   153   325   1   1     5
   154   325   1   1     5
   155   325   1   1     5
   228   325   1   1     5
   229   325   1   1     5
   343   325   1   1     5
   792   325   1   1     5
   793   325   1   1     5
   109   326   1   1     5
   110   326   1   1     5
   111   326   1   1     5
   112   326   1   1     5
   113   326   1   1     5
   114   326   1   1     5
   230   326   1   1     5
   344   326   1   1     5
   345   326   1   1     5
   350   326   1   1     5
   794   326   1   1     5
   113   327   1   1     5
   114   327   1   1     5
   115   327   1   1     5
   116   327   1   1     5
   117   327   1   1     5
   118   327   1   1     5
   119   327   1   1     5
   120   327   1   1     5
   121   327   1   1     5
   122   327   1   1     5
   123   327   1   1     5
   146   327   1   1     5
   147   327   1   1     5
   230   327   1   1     5
   231   327   1   1     5
   350   327   1   1     5
   794   327   1   1     5
   795   327   1   1     5
   796   327   1   1     5
   115   328   1   1     5
   116   328   1   1     5
   117   328   1   1     5
   120   328   1   1     5
   121   328   1   1     5
   122   328   1   1     5
   123   328   1   1     5
   232   328   1   1     5
   348   328   1   1     5
   349   328   1   1     5
   350   328   1   1     5
   117   329   1   1     5
   126   329   1   1     5
   127   329   1   1     5
   128   329   1   1     5
   129   329   1   1     5
   139   329   1   1     5
   140   329   1   1     5
   141   329   1   1     5
   142   329   1   1     5
   143   329   1   1     5
   232   329   1   1     5
   798   329   1   1     5
   119   330   1   1     5
   128   330   1   1     5
   129   330   1   1     5
   130   330   1   1     5
   134   330   1   1     5
   135   330   1   1     5
   353   330   1   1     5
   122   331   1   1     5
   123   331   1   1     5
   124   331   1   1     5
   129   331   1   1     5
   130   331   1   1     5
   131   331   1   1     5
   132   331   1   1     5
   133   331   1   1     5
   134   331   1   1     5
   234   331   1   1     5
   353   331   1   1     5
   800   331   1   1     5
   801   331   1   1     5
   802   331   1   1     5
   121   332   1   1     5
   122   332   1   1     5
   123   332   1   1     5
   129   332   1   1     5
   234   332   1   1     5
   353   332   1   1     5
   804   332   1   1     5
   123   333   1   1     5
   126   333   1   1     5
   127   333   1   1     5
   128   333   1   1     5
   129   333   1   1     5
   234   333   1   1     5
   235   333   1   1     5
   353   333   1   1     5
   804   333   1   1     5
   805   333   1   1     5
   125   334   1   1     5
   126   334   1   1     5
   127   334   1   1     5
   131   334   1   1     5
   132   334   1   1     5
   133   334   1   1     5
   134   334   1   1     7
   135   334   1   1     8
   354   334   1   1     5
   355   334   1   1     7
   135   335   1   1     5
   236   335   1   1     5
   355   335   1   1     5
   808   335   1   1     5
   236   336   1   1     5
   355   336   1   1     5
   810   336   1   1     5
   236   337   1   1     5
   810   337   1   1     5
   811   337   1   1     5
   812   337   1   1     5
   136   338   1   1     5
   137   338   1   1     5
   236   338   1   1     5
   356   338   1   1     5
   357   338   1   1     6
   137   339   1   1     5
   236   339   1   1     5
   357   339   1   1     5
   814   339   1   1     5
   815   339   1   1     5
   138   340   1   1     5
   139   340   1   1     5
   236   340   1   1     5
   357   340   1   1     5
   816   340   1   1     5
   236   341   1   1     5
   816   341   1   1     5
   817   341   1   1     5
   818   341   1   1     5
   141   342   1   1     5
   359   342   1   1     5
   359   343   1   1     5
   820   343   1   1     5
   142   344   1   1     5
   143   344   1   1     5
   238   344   1   1     5
   360   344   1   1     5
   361   344   1   1     5
   143   345   1   1     5
   238   345   1   1     5
   361   345   1   1     5
   822   345   1   1     5
   823   345   1   1     5
   143   346   1   1     5
   362   346   1   1     5
   363   346   1   1     5
   143   347   1   1     5
   826   347   1   1     5
   827   347   1   1     5
   143   348   1   1     5
   365   348   1   1     5
   830   349   1   1     5
   368   350   1   1     5
   369   350   1   1     5
   369   351   1   1     5
   832   351   1   1     5
   145   352   1   1     5
   236   352   1   1     5
   371   352   1   1     5
   834   352   1   1     5
   145   353   1   1     5
   236   353   1   1     5
   237   353   1   1     5
   834   353   1   1     5
   374   354   1   1     5
   375   354   1   1     5
   145   355   1   1     5
   235   356   1   1     5
   236   356   1   1     5
   377   356   1   1     5
   378   356   1   1     5
   379   356   1   1     5
   234   357   1   1     5
   235   357   1   1     5
   236   357   1   1     5
   379   357   1   1     5
   236   358   1   1     5
   380   358   1   1     5
   381   358   1   1     5
   836   358   1   1     5
   838   358   1   1     5
   236   359   1   1     5
   237   359   1   1     5
   381   359   1   1     5
   836   359   1   1     5
   837   359   1   1     5
   838   359   1   1     5
   839   359   1   1     5
   144   360   1   1     5
   145   360   1   1     5
   381   360   1   1     5
   382   360   1   1     5
   383   360   1   1     5
   840   360   1   1     5
   145   361   1   1     5
   238   361   1   1     5
   383   361   1   1     5
   840   361   1   1     5
   841   361   1   1     5
   842   361   1   1     5
   145   362   1   1     5
   384   362   1   1     5
   385   362   1   1     5
   844   362   1   1     5
   144   363   1   1     5
   145   363   1   1     5
   844   363   1   1     5
   845   363   1   1     5
   226   364   1   1     5
   387   364   1   1     5
   846   364   1   1     5
